customer_unique_key,customer_salary,customer_age_year,customer_pincode,customer_city
2355428369,36502.0,26,560091.0,Bengaluru
3193106003,23793.0,43,411016.0,Pune
2795881790,33225.0,25,110015.0,Delhi
3147306018,27287.0,24,500037.0,Hyderabad
2426384409,27880.0,27,800001.0,Patna
2520557861,165608.0,40,500081.0,Hyderabad
2571397172,46257.0,27,600119.0,Chennai
2451088743,51897.0,38,400020.0,Mumbai
2625742425,34589.0,28,110062.0,Delhi
2461011603,42178.0,32,400705.0,Mumbai
3107467450,122327.0,37,411014.0,Pune
2496267363,39358.0,25,122002.0,Delhi
2435179634,116205.0,40,400607.0,Mumbai
2961991253,35184.0,33,122002.0,Delhi
2348408657,54452.0,34,110027.0,Delhi
2466287513,30178.0,29,248001.0,Dehradun
3217837462,34861.0,33,603103.0,Chennai
2437037447,49540.0,33,110092.0,Delhi
2676246104,94326.0,25,122002.0,Delhi
2557203394,39673.0,32,500082.0,Hyderabad
2959162374,39785.0,25,560045.0,Bengaluru
2512014599,60208.0,33,575005.0,Mangalore
2723769466,60982.0,23,560038.0,Bengaluru
2774275923,28855.0,29,682036.0,Ernakulam
2869908545,38747.0,29,500089.0,Hyderabad
2683745684,54817.0,34,530048.0,Visakhapatnam
3187082865,33712.0,25,122002.0,Delhi
2973852027,27983.0,52,641009.0,Coimbatore
2785212635,24432.0,32,500013.0,Hyderabad
2494934078,64561.0,36,500081.0,Hyderabad
2883170515,35556.0,47,411057.0,Pune
2918891555,67030.0,39,400072.0,Mumbai
2366797614,23518.0,31,411006.0,Pune
2402590292,62576.0,41,560066.0,Bengaluru
2421745781,254792.0,41,411030.0,Pune
2933789336,24638.0,29,411014.0,Pune
2609939636,25247.0,37,560012.0,Bengaluru
2583553897,47808.0,48,110037.0,Delhi
3191034160,80271.0,45,600090.0,Chennai
2812172400,43061.0,35,530020.0,Visakhapatnam
2675619666,60277.0,32,500004.0,Hyderabad
2831724395,32224.0,30,122003.0,Delhi
2554898604,30038.0,31,122002.0,Delhi
2593518236,87041.0,32,122001.0,Delhi
2990773035,24478.0,29,500032.0,Hyderabad
3010374121,36769.0,34,700091.0,Kolkata
2560102267,59212.0,43,530003.0,Visakhapatnam
2751013078,28232.0,32,160059.0,Chandigarh
3099859014,31691.0,30,122003.0,Delhi
2646905032,24133.0,27,560037.0,Bengaluru
2875659117,40036.0,29,411057.0,Pune
2614292539,29787.0,33,560099.0,Bengaluru
2779151891,99377.0,31,560045.0,Bengaluru
2714149349,224951.0,39,600053.0,Chennai
2745802878,29270.0,25,380015.0,Ahmedabad
3046929595,42430.0,33,560076.0,Bengaluru
2831377903,98632.0,33,122001.0,Delhi
3413696984,59184.0,37,560099.0,Bengaluru
2606888379,47021.0,31,380001.0,Ahmedabad
3226510842,32712.0,31,500045.0,Hyderabad
2362720532,23335.0,33,700016.0,Kolkata
3160911623,49947.0,33,500045.0,Hyderabad
2480866412,57202.0,44,610004.0,Chennai
2808410969,45860.0,50,560076.0,Bengaluru
2468527467,118352.0,42,500081.0,Hyderabad
2427784820,31109.0,28,302022.0,Jaipur
3229979823,67769.0,35,641035.0,Coimbatore
2543311285,97023.0,36,500032.0,Hyderabad
3173003533,27931.0,29,530009.0,Visakhapatnam
3086317634,29247.0,28,500081.0,Hyderabad
3138696112,35397.0,29,500034.0,Hyderabad
3179006121,335727.0,41,560078.0,Bengaluru
2463249945,83298.0,40,560029.0,Bengaluru
2354984189,29192.0,35,560010.0,Bengaluru
2605820782,82504.0,27,600097.0,Chennai
2921546345,62701.0,30,500034.0,Hyderabad
3191573055,41312.0,33,110087.0,Delhi
2766169671,25070.0,22,122001.0,Delhi
2605558899,34538.0,26,600095.0,Chennai
2996176483,36080.0,37,695014.0,Trivandrum South
3187626508,68365.0,30,560008.0,Bengaluru
2795647567,136238.0,39,560103.0,Bengaluru
2685487838,97109.0,31,400079.0,Mumbai
2378053383,33674.0,23,160036.0,Chandigarh
2796127635,28948.0,27,452005.0,Gwalior
2393908595,48977.0,30,560086.0,Bengaluru
2684433915,27539.0,33,500037.0,Hyderabad
3165501445,55297.0,36,122002.0,Delhi
3200373807,34411.0,35,560001.0,Bengaluru
2629680690,56694.0,30,560064.0,Bengaluru
3192613142,44846.0,29,110001.0,Delhi
2982892694,26368.0,34,110020.0,Delhi
2675673765,64423.0,34,500031.0,Hyderabad
3175713443,49137.0,37,384001.0,Gandhinagar
2773204345,56432.0,29,500088.0,Hyderabad
2838800439,122124.0,35,302002.0,Jaipur
3026370626,45398.0,38,411005.0,Pune
3021840243,33716.0,30,110036.0,Delhi
2552252879,30704.0,25,560066.0,Bengaluru
2797848783,47265.0,37,560092.0,Bengaluru
2700097852,53016.0,45,600092.0,Chennai
3065641765,92807.0,33,122003.0,Delhi
2383940613,56818.0,33,533004.0,Hyderabad
3091673055,78910.0,46,517501.0,Tirupati
3141158611,30524.0,24,400104.0,Mumbai
2896536114,34157.0,24,110015.0,Delhi
2582261252,37404.0,31,500047.0,Hyderabad
2732362351,27238.0,23,560017.0,Bengaluru
3184002910,29328.0,48,380060.0,Ahmedabad
3225829874,50468.0,26,560029.0,Bengaluru
2712683627,43050.0,28,560056.0,Bengaluru
2432273642,96694.0,35,600089.0,Chennai
3047869038,27644.0,27,140301.0,Ludhiana City
3076888125,29460.0,39,226010.0,Lucknow
2998865497,98126.0,44,400070.0,Mumbai
3053849690,44203.0,34,110005.0,Delhi
2467076604,167184.0,41,400064.0,Mumbai
2585043520,58320.0,41,530013.0,Visakhapatnam
2533842812,51154.0,25,122002.0,Delhi
2710553960,30149.0,38,531021.0,Visakhapatnam
2982593942,29570.0,26,520012.0,Vijayawada
3027630574,59477.0,36,560047.0,Bengaluru
2709231765,28568.0,36,636005.0,Salem West
2899649109,31697.0,23,560045.0,Bengaluru
3143995509,45750.0,44,110036.0,Delhi
2384196390,63564.0,30,132001.0,Karnal
2386203525,26879.0,25,560103.0,Bengaluru
2836606794,30148.0,34,422006.0,Nasik
2332060621,43973.0,29,400070.0,Mumbai
2872684494,187502.0,36,560085.0,Bengaluru
2990693302,36668.0,31,121004.0,Delhi
2908825389,42933.0,30,500080.0,Hyderabad
2992974126,93975.0,46,560052.0,Bengaluru
3028745122,109058.0,40,411057.0,Pune
2383103605,54467.0,34,122012.0,Delhi
3095568199,33595.0,32,400068.0,Mumbai
3451689749,88353.0,38,600006.0,Chennai
2398077252,63279.0,43,560066.0,Bengaluru
2699779817,76027.0,48,110001.0,Delhi
2821297305,55475.0,33,560087.0,Bengaluru
3115331121,79306.0,44,600124.0,Chennai
2909886788,33757.0,31,122022.0,Delhi
2574846905,67512.0,30,561201.0,Bengaluru
3513342149,25788.0,28,400020.0,Mumbai
3099420495,91764.0,40,110016.0,Delhi
2467679733,79541.0,33,560037.0,Bengaluru
3318787169,55697.0,28,500032.0,Hyderabad
2757450078,44494.0,31,122002.0,Delhi
3181542005,53635.0,36,560010.0,Bengaluru
3168885697,28761.0,26,560037.0,Bengaluru
2662196724,27716.0,23,390007.0,Vadodara
2512714734,55353.0,45,400064.0,Mumbai
2355691220,94904.0,48,562107.0,Bengaluru
2354578279,32349.0,37,510501.0,Hyderabad
3117542153,35721.0,26,560022.0,Bengaluru
3183273055,126742.0,45,500081.0,Hyderabad
2728141808,240721.0,45,560071.0,Bengaluru
2556106690,24482.0,33,411034.0,Pune
3462851065,47320.0,31,122002.0,Delhi
2865617908,87670.0,43,122002.0,Delhi
2515292588,63658.0,33,380052.0,Ahmedabad
3267855094,103112.0,31,500039.0,Hyderabad
3182041377,31312.0,27,400092.0,Mumbai
3176636759,41974.0,35,560068.0,Bengaluru
2683540497,29070.0,31,122002.0,Delhi
2702799481,37390.0,27,400025.0,Mumbai
2996549855,33668.0,28,500072.0,Hyderabad
2931821703,44509.0,35,422007.0,Nasik
2970233557,38903.0,29,400614.0,Mumbai
2658284506,169624.0,44,122002.0,Delhi
2933733842,35571.0,31,560099.0,Bengaluru
2960201780,40643.0,25,122022.0,Delhi
2896758251,91818.0,36,560037.0,Hyderabad
2603839400,100329.0,33,500032.0,Hyderabad
2736279921,24697.0,44,700046.0,Kolkata
3014706855,142794.0,38,600018.0,Chennai
3230339285,42261.0,37,411062.0,Pune
2520592337,179630.0,33,560087.0,Bengaluru
2702503295,32440.0,33,500032.0,Hyderabad
2877128055,38692.0,25,502032.0,Hyderabad
2825705683,33148.0,27,500032.0,Hyderabad
3029009663,41213.0,27,560048.0,Bengaluru
2801104709,39577.0,26,110096.0,Delhi
3141611636,44985.0,28,560037.0,Bengaluru
3185105102,29415.0,35,500016.0,Hyderabad
2823935066,139164.0,22,400705.0,Mumbai
2478295199,91677.0,41,500081.0,Hyderabad
2595125850,21425.0,36,695011.0,Trivandrum North
3177237638,27435.0,41,560001.0,Bengaluru
2803024223,147995.0,31,600088.0,Chennai
2391989181,45879.0,39,400708.0,Mumbai
2549315541,359372.0,28,560102.0,Bengaluru
2437134872,81679.0,27,500003.0,Hyderabad
3233856850,40741.0,28,122001.0,Delhi
2923325190,24717.0,42,560078.0,Bengaluru
2895190465,54930.0,28,122002.0,Delhi
2419858304,33755.0,29,123501.0,Gurgaon
2820992180,129634.0,38,226010.0,Lucknow
3233371582,93658.0,46,600045.0,Chennai
2856784538,29325.0,30,530016.0,Visakhapatnam
2983921116,53900.0,27,226017.0,Lucknow
2706459629,49398.0,30,600096.0,Chennai
2657242199,66276.0,36,110004.0,Delhi
2741123898,148950.0,36,400708.0,Mumbai
2911687123,73454.0,40,248001.0,Dehradun
2588844738,28843.0,24,302021.0,Jaipur
2716684593,42924.0,31,141008.0,Ludhiana City
2934443456,77620.0,34,560003.0,Bengaluru
3227944090,123358.0,38,560070.0,Bengaluru
3037837149,56411.0,30,560016.0,Bengaluru
2691395615,27871.0,33,800020.0,Patna
2463476839,21062.0,28,160022.0,Chandigarh
3190781101,26960.0,38,560105.0,Bengaluru
2914944200,60749.0,27,302021.0,Kota
2861733434,51543.0,27,382220.0,Ahmedabad
2953021609,22299.0,28,324005.0,Kota
3116284274,27955.0,26,641603.0,Coimbatore
2440091929,23319.0,26,500032.0,Hyderabad South East
3217003918,34322.0,35,136027.0,Sonepat
3116214797,28502.0,27,411013.0,Pune
2516729369,24207.0,31,421302.0,Mumbai
2946794382,24171.0,31,500033.0,Hyderabad
2761363559,28205.0,37,400701.0,Mumbai
2401472580,29587.0,32,110034.0,Delhi
2692701600,43380.0,45,560102.0,Bengaluru
2699987942,28415.0,38,500038.0,Hyderabad
2814530639,79265.0,39,110012.0,Delhi
2772212090,103543.0,41,400028.0,Mumbai
2908637154,49486.0,40,400611.0,Mumbai
3086738546,31478.0,29,122002.0,Delhi
2373753524,43064.0,31,110078.0,Delhi
3196996365,41600.0,35,562123.0,Bengaluru
2455412528,29556.0,31,122002.0,Delhi
2562646479,92482.0,42,500064.0,Hyderabad
2380835947,35875.0,43,364001.0,Bhavnagar
3185448595,46762.0,36,110019.0,Delhi
2648991148,36956.0,41,700110.0,Kolkata
2962352781,96848.0,33,122001.0,Delhi
2955323696,35870.0,29,501501.0,Hyderabad
2565468276,31566.0,30,500032.0,Hyderabad
2726073713,41048.0,37,600042.0,Chennai
3055132945,24623.0,34,560091.0,Bengaluru
3184866474,24158.0,52,500055.0,Hyderabad
2916388063,37122.0,42,560078.0,Bengaluru
3344777635,45994.0,41,502319.0,Hyderabad
2720756971,59441.0,31,540045.0,Bengaluru
3129651911,24333.0,30,560103.0,Bengaluru
3126075375,55298.0,30,380015.0,Ahmedabad
3005005316,54976.0,39,322701.0,Jaipur
2787669212,110078.0,38,110001.0,Delhi
3027728374,29439.0,27,700156.0,Kolkata
2930546745,95482.0,30,560095.0,Bengaluru
2633469008,82323.0,34,122002.0,Delhi
3092104576,59050.0,30,122016.0,Delhi
2393731989,60632.0,33,122001.0,Delhi
3081630633,31522.0,31,500081.0,Hyderabad
2877532338,35666.0,29,400025.0,Mumbai
3282093330,39365.0,29,560069.0,Bengaluru
2434646602,36504.0,28,160062.0,Chandigarh
2892974983,113348.0,31,560071.0,Bengaluru
3112104665,76227.0,37,520010.0,Vijayawada
2828409012,78844.0,38,600092.0,Chennai
2978652266,46180.0,38,500081.0,Hyderabad
3216353408,36714.0,32,110019.0,Delhi
2881981070,139596.0,40,560048.0,Bengaluru
2801311398,45257.0,28,122002.0,Delhi
2805588733,34527.0,26,560045.0,Bengaluru
3110124716,78765.0,31,411009.0,Pune
2687146820,64444.0,26,122002.0,Delhi
2860401204,33672.0,29,122010.0,Delhi
3111056367,75995.0,40,110008.0,Delhi
2882147650,44375.0,32,110089.0,Delhi
3090309419,31104.0,38,500049.0,Hyderabad
2953414178,50365.0,37,500078.0,Hyderabad
3217479800,29458.0,28,560105.0,Bengaluru
2589831700,29529.0,29,500018.0,Hyderabad
2667891286,37234.0,31,452001.0,Indore
2995633213,36833.0,28,122001.0,Delhi
2401383186,324181.0,25,560013.0,Bengaluru
2885805373,60556.0,29,400053.0,Mumbai
2573378537,28331.0,32,560100.0,Bengaluru
2517335911,91762.0,28,560029.0,Bengaluru
3008759628,32301.0,39,226010.0,Lucknow
2570690729,34876.0,53,400705.0,Mumbai
3074694502,57732.0,36,452001.0,Indore City
2775167789,39014.0,32,520010.0,Vijayawada
3211002265,32600.0,27,560069.0,Bengaluru
2833008482,95980.0,32,560059.0,Bengaluru
2857727189,29592.0,27,560064.0,Bengaluru
2817909267,63775.0,57,412115.0,Pune Moffusil
2573303849,41699.0,32,500085.0,Hyderabad
2446394052,43644.0,22,834001.0,Ranchi
3214536972,28570.0,48,422005.0,Nasik
2968215701,32899.0,41,400071.0,Mumbai
2480129791,26365.0,26,522007.0,Guntur
2567464238,21853.0,31,382430.0,Ahmedabad
2522954855,60566.0,31,122018.0,Delhi
2636302066,77063.0,44,600029.0,Chennai
2803190473,58255.0,26,411014.0,Pune
3203294675,25771.0,26,474001.0,Gwalior
2778543299,36071.0,27,400606.0,Mumbai
2469217483,128158.0,44,603103.0,Chennai
2975451787,26111.0,36,560102.0,Bengaluru
2828643045,23775.0,27,560001.0,Bengaluru
2978617616,28659.0,31,516002.0,Vijayawada
2932356144,127982.0,36,500081.0,Hyderabad
3076612678,57224.0,46,302004.0,Jaipur
2913768559,42967.0,33,302012.0,Jaipur
2456394528,20542.0,28,411014.0,Pune
2456582821,24803.0,37,500016.0,Hyderabad
2362959845,23078.0,34,121001.0,Delhi
2462293557,39178.0,32,734007.0,Darjeeling
2526237254,59190.0,34,400703.0,Nanded
2870859481,37272.0,27,400064.0,Mumbai
3099065094,86568.0,33,560092.0,Bengaluru
2501236425,57448.0,36,380009.0,Ahmedabad
2543388877,24240.0,30,500016.0,Hyderabad
2813193384,71890.0,45,641012.0,Coimbatore
2795986418,26903.0,40,625002.0,Madurai
2674767636,28617.0,44,400063.0,Mumbai
2413856994,127866.0,37,560066.0,Bengaluru
2738622742,74794.0,40,122016.0,Delhi
2682007646,32289.0,27,110058.0,Delhi
2667923229,34063.0,49,400614.0,Mumbai
2854812401,25611.0,41,600032.0,Chennai
2567013168,39601.0,42,560041.0,Bengaluru
2578072206,24600.0,29,560042.0,Bengaluru
2907351263,38785.0,32,600024.0,Chennai
2978180312,25014.0,36,560099.0,Bengaluru
3133698332,23822.0,30,160036.0,Chandigarh
2508538354,22138.0,28,302021.0,Jaipur
2757666852,78237.0,32,500084.0,Hyderabad
2983179595,30889.0,40,600001.0,Chennai
2678141275,22555.0,36,160055.0,Chandigarh
3207165414,172056.0,39,500084.0,Hyderabad
3019884076,39963.0,35,560045.0,Bengaluru
2455124290,79290.0,41,700091.0,Kolkata
2585008202,22295.0,27,560102.0,Bengaluru
2445295896,49917.0,36,560048.0,Bengaluru
3093775309,78638.0,42,600035.0,Chennai
2643566416,84395.0,32,600119.0,Chennai
2763731016,43584.0,40,110018.0,Delhi
3085779232,83253.0,43,411014.0,Pune
2742804012,43613.0,30,700016.0,Kolkata
2528438391,23333.0,27,560066.0,Bengaluru
2719639661,40616.0,40,600016.0,Chennai
3121849036,24516.0,35,600096.0,Coimbatore
2833205041,43209.0,37,462026.0,Bhopal
3070085151,26447.0,34,700013.0,Kolkata
2799675913,67253.0,36,400705.0,Mumbai
3083821128,64960.0,27,560069.0,Bengaluru
2394682512,32906.0,25,560035.0,Bengaluru
2967341163,26913.0,25,411014.0,Pune
2670329000,36916.0,31,682024.0,Ernakulam
2478397188,76027.0,35,400104.0,Mumbai
2345379418,115975.0,39,302021.0,Jaipur
2998303738,152845.0,38,560066.0,Bengaluru
2613317193,42005.0,30,560064.0,Bengaluru
3149245471,36380.0,41,122052.0,Delhi
2675762987,53166.0,36,575001.0,Mangalore
2931456935,32318.0,40,500040.0,Hyderabad
2586587422,40872.0,38,110030.0,Delhi
3204003400,27037.0,31,560034.0,Bengaluru
3218623295,27647.0,42,560103.0,Bengaluru
3081706435,23977.0,25,411014.0,Pune
2369448792,49000.0,37,110006.0,Delhi
2383212802,46768.0,34,560019.0,Bengaluru
2697070876,32169.0,31,411016.0,Pune
2979390477,49505.0,27,560100.0,Bengaluru
2942025920,43695.0,39,122002.0,Delhi
2676545440,99340.0,40,600020.0,Chennai
3067179956,28571.0,29,560061.0,Bengaluru
2863506613,27893.0,30,573103.0,Mysore
2651280750,22942.0,28,575003.0,Mangalore
2831928540,77507.0,30,560037.0,Bengaluru
2952564944,50545.0,32,560078.0,Bengaluru
2972051052,87881.0,30,560066.0,Bengaluru
3129908082,30506.0,31,500018.0,Hyderabad
2655761093,104665.0,37,122002.0,Delhi
2986273213,26532.0,27,560034.0,Bengaluru
2675983937,36521.0,30,500012.0,Hyderabad
3162115766,39849.0,29,500039.0,Hyderabad
2628115253,82613.0,31,560064.0,Bengaluru
3138135462,49081.0,38,400707.0,Mumbai
3093941515,29194.0,35,500084.0,Hyderabad
2694259441,28095.0,29,122001.0,Delhi
2918230350,75043.0,29,400102.0,Mumbai
2635963918,35239.0,30,380008.0,Ahmedabad
2892796329,37459.0,30,303012.0,Jaipur
2457953212,33510.0,33,122015.0,Delhi
2654482002,63236.0,35,400011.0,Mumbai
3180807894,144078.0,28,560008.0,Bengaluru
2689969745,44833.0,28,500075.0,Hyderabad
2624675978,45928.0,36,600053.0,Chennai
2758788469,76380.0,40,400076.0,Mumbai
2416471619,55185.0,35,302015.0,Jaipur
2904079691,21358.0,28,500009.0,Hyderabad
2704584054,43983.0,37,122016.0,Delhi
3076652371,44568.0,27,560068.0,Bengaluru
2759176340,35649.0,32,431136.0,Aurangabad(Maharashtra)
2917026354,27582.0,37,411045.0,Pune
2953821830,41446.0,28,302019.0,Jaipur
2593513373,52751.0,29,360001.0,Rajkot
2570575206,41343.0,25,400059.0,Mumbai
2497983782,43475.0,27,122002.0,Delhi
2391896899,51679.0,27,110018.0,Delhi
2824916366,73990.0,38,122002.0,Delhi
2985122769,40381.0,29,248001.0,Dehradun
3162360099,26227.0,31,380054.0,Ahmedabad
2439918148,95575.0,28,600096.0,Coimbatore
2514217636,25634.0,28,380054.0,Ahmedabad
3048934349,43947.0,36,600035.0,Chennai
2376325552,33024.0,29,500062.0,Hyderabad
2694167379,41543.0,24,506002.0,Warangal
3090195647,74300.0,53,134112.0,Chandigarh
3201614711,31705.0,31,500072.0,Hyderabad
3223309949,24735.0,25,110048.0,Delhi
2422871771,55512.0,33,500004.0,Hyderabad
3172545468,24826.0,28,500032.0,Hyderabad
2639221746,33834.0,27,400708.0,Mumbai
3156675291,26735.0,34,411057.0,Nagpur City
2443447849,41408.0,38,411003.0,Pune
2578548416,22616.0,32,122001.0,Delhi
2817166377,66962.0,31,600119.0,Chennai
2938170854,35838.0,35,521228.0,Hyderabad
3042938585,58946.0,33,492001.0,Raipur
2975807608,44724.0,29,560071.0,Bengaluru
2586054022,34315.0,36,360005.0,Rajkot
2554255612,68939.0,31,411007.0,Pune
3181946977,41196.0,25,474005.0,Gwalior
2794369833,38200.0,49,411046.0,Pune
2838249140,80641.0,37,110016.0,Delhi
3219661573,33383.0,28,700048.0,Kolkata
3162663346,29196.0,27,500075.0,Hyderabad
2658985447,38854.0,28,400701.0,Mumbai
2587882694,25227.0,31,411028.0,Pune
3204783683,45587.58701352908,33,414001.0,Ahmednagar
3242102027,59425.0,29,110037.0,Delhi
2864071084,43101.0,31,641021.0,Coimbatore
3173013502,18983.0,27,302012.0,Jaipur
2390633067,24218.0,27,560025.0,Mysore
2880018756,89574.0,38,500036.0,Hyderabad
3223272811,104387.0,33,500039.0,Hyderabad
2986767004,80251.0,32,560071.0,Bengaluru
2619460134,59767.0,41,122002.0,Delhi
2492300766,46093.0,28,411028.0,Mumbai
3055569517,134933.0,36,122015.0,Delhi
2779497166,87737.0,35,411057.0,Pune
2460604045,95265.0,38,800001.0,Patna
2649672660,136926.0,48,600096.0,Chennai
2490119894,36548.0,31,560016.0,Bengaluru
2480903337,34313.0,28,600073.0,Chennai
